Client Name,Client Identifier,Scheme Category/Section Name,Scheme Category/Section Name Identifier,Unique Member Reference,Unique ID,Status of Member,Status of Registration,Year of Birth,Gender,Short Post Code of Member,Contract Start Date,Contract End Date,Original Date of Joining,Scheme Policy Joining Date,Registration Status,Lapse Date
Client_114 Ltd,CL-114,Individual,SC-548,MBR-00638,UID-00000638,Active,Registered,1999,M,SE5 7MN,2022-08-17,2025-01-16,2017-09-15,2022-06-24,Registered,
Client_055 Ltd,CL-055,Corporate,SC-663,MBR-00639,UID-00000639,Active,Registered,1986,M,EH13U 4XL,2018-05-26,2025-10-30,2003-12-27,2005-08-25,Registered,
Client_131 Ltd,CL-131,Individual,SC-339,MBR-00640,UID-00000640,Active,Registered,1989,M,SW11 9GA,2018-06-23,2022-09-26,2009-10-14,2012-08-06,Registered,
Client_041 Ltd,CL-041,Family,SC-546,MBR-00641,UID-00000641,Active,Registered,1979,M,SW8O 5ED,2021-06-18,2022-08-21,2015-06-19,2020-01-02,Registered,
Client_138 Ltd,CL-138,Family,SC-329,MBR-00642,UID-00000642,Active,Registered,1969,M,BS17 3CB,2017-05-25,2025-10-30,2013-04-03,2015-07-29,Registered,
Client_135 Ltd,CL-135,Individual,SC-435,MBR-00643,UID-00000643,Active,Registered,1976,M,B10 9TQ,2019-12-19,2025-10-30,2008-03-07,2008-12-17,Registered,
Client_191 Ltd,CL-191,Family,SC-143,MBR-00644,UID-00000644,Active,Registered,1982,M,L14 3KP,2021-11-12,2025-03-13,2010-07-04,2019-11-23,Registered,
Client_115 Ltd,CL-115,Corporate,SC-791,MBR-00645,UID-00000645,Active,Registered,1983,M,G7P 1HH,2019-03-22,2020-09-06,2006-03-26,2009-06-22,Registered,
Client_063 Ltd,CL-063,Family,SC-916,MBR-00646,UID-00000646,Active,Registered,2002,F,E7 9FD,2019-08-18,2022-08-24,2016-03-30,2019-08-13,Registered,
Client_088 Ltd,CL-088,Corporate,SC-738,MBR-00647,UID-00000647,Active,Registered,1983,F,G2 5YR,2021-04-22,2025-10-30,2020-03-10,2020-03-29,Registered,
Client_154 Ltd,CL-154,Family,SC-531,MBR-00648,UID-00000648,Active,Registered,1994,F,NW20 2UA,2024-09-08,2025-10-30,2013-11-07,2019-05-14,Registered,
Client_034 Ltd,CL-034,Family,SC-852,MBR-00649,UID-00000649,Active,Registered,1978,F,NW4 7DR,2017-03-30,2018-04-04,2002-08-27,2017-02-03,Registered,
Client_122 Ltd,CL-122,Family,SC-623,MBR-00650,UID-00000650,Active,Registered,1979,M,M16 4WV,2019-03-10,2020-11-27,2012-02-08,2017-01-28,Registered,
Client_200 Ltd,CL-200,Corporate,SC-149,MBR-00651,UID-00000651,Active,Registered,1969,M,SW10 2VQ,2015-07-28,2019-02-12,2007-11-28,2013-09-10,Registered,
Client_167 Ltd,CL-167,Corporate,SC-995,MBR-00652,UID-00000652,Active,Registered,1975,F,M20 3ND,2020-02-28,2021-04-20,2006-04-15,2018-02-16,Registered,
Client_188 Ltd,CL-188,Family,SC-205,MBR-00653,UID-00000653,Active,Registered,1988,F,W10E 8GT,2016-02-11,2022-10-08,2015-02-10,2015-09-12,Registered,
Client_197 Ltd,CL-197,Family,SC-682,MBR-00654,UID-00000654,Active,Registered,1983,F,EC9 4LW,2020-10-29,2025-10-30,2012-12-17,2020-08-20,Registered,
Client_100 Ltd,CL-100,Family,SC-242,MBR-00655,UID-00000655,Active,Registered,1992,M,CF10U 8GW,2024-04-24,2025-10-30,2011-01-05,2011-01-16,Registered,
Client_107 Ltd,CL-107,Individual,SC-249,MBR-00656,UID-00000656,Active,Registered,1984,M,EH11A 2DS,2015-04-17,2024-02-07,2004-12-22,2012-04-04,Registered,
Client_154 Ltd,CL-154,Family,SC-570,MBR-00657,UID-00000657,Active,Registered,1979,M,EH5 9CX,2022-05-19,2025-10-30,2019-10-01,2021-08-16,Registered,
Client_062 Ltd,CL-062,Individual,SC-222,MBR-00658,UID-00000658,Active,Registered,2004,M,W9 8JI,2021-10-21,2025-10-30,2015-11-28,2019-05-03,Registered,
Client_138 Ltd,CL-138,Corporate,SC-882,MBR-00659,UID-00000659,Lapsed,Cancelled,1982,F,BT2G 1JL,2023-06-13,2025-10-30,2012-01-13,2012-09-10,Cancelled,2025-10-30
Client_100 Ltd,CL-100,Corporate,SC-895,MBR-00660,UID-00000660,Active,Registered,1994,F,L14 2YB,2019-04-16,2025-10-30,2013-05-28,2013-12-26,Registered,
Client_054 Ltd,CL-054,Corporate,SC-528,MBR-00661,UID-00000661,Lapsed,Cancelled,1978,M,SW5 3KL,2016-11-21,2024-07-19,2007-06-28,2016-03-15,Cancelled,2024-07-19
Client_159 Ltd,CL-159,Corporate,SC-525,MBR-00662,UID-00000662,Active,Registered,1990,F,BT20D 6KF,2018-11-26,2025-10-30,2006-10-09,2014-10-08,Registered,
Client_038 Ltd,CL-038,SME,SC-275,MBR-00663,UID-00000663,Active,Registered,1992,F,W13 8IM,2016-05-24,2019-10-15,2001-12-14,2014-02-05,Registered,
Client_114 Ltd,CL-114,SME,SC-311,MBR-00664,UID-00000664,Active,Registered,1985,M,EH14 3DE,2018-12-25,2025-10-30,2012-01-15,2016-08-08,Registered,
Client_025 Ltd,CL-025,Individual,SC-977,MBR-00665,UID-00000665,Active,Registered,1959,M,NW6V 8ZS,2018-01-22,2025-10-30,2004-01-18,2010-11-14,Registered,
Client_065 Ltd,CL-065,Family,SC-721,MBR-00666,UID-00000666,Active,Registered,1983,M,BT6 6TA,2020-10-30,2025-10-30,2007-12-28,2018-12-24,Registered,
Client_100 Ltd,CL-100,Corporate,SC-761,MBR-00667,UID-00000667,Active,Registered,1995,M,E16 2NO,2022-07-02,2025-10-30,2008-09-20,2021-03-26,Registered,
Client_178 Ltd,CL-178,Individual,SC-334,MBR-00668,UID-00000668,Active,Registered,1988,M,NW3N 1WV,2021-04-15,2022-12-20,2009-01-28,2019-03-20,Registered,
Client_152 Ltd,CL-152,Family,SC-466,MBR-00669,UID-00000669,Active,Registered,1987,M,WC11 2NV,2015-08-29,2024-10-06,2013-03-31,2014-09-10,Registered,
Client_155 Ltd,CL-155,SME,SC-284,MBR-00670,UID-00000670,Active,Registered,1965,M,WC16 7ER,2015-06-14,2018-02-20,2013-08-05,2014-01-29,Registered,
Client_178 Ltd,CL-178,Corporate,SC-529,MBR-00671,UID-00000671,Active,Registered,1975,M,NW1 3QP,2019-02-05,2025-10-30,2014-05-17,2017-01-11,Registered,
Client_178 Ltd,CL-178,Corporate,SC-101,MBR-00672,UID-00000672,Lapsed,Cancelled,1987,F,EH6S 6HK,2018-08-02,2025-10-30,2011-10-09,2013-12-02,Cancelled,2025-10-30
Client_143 Ltd,CL-143,SME,SC-186,MBR-00673,UID-00000673,Active,Registered,1987,M,M2 9UM,2023-06-29,2025-10-30,2020-03-24,2022-02-27,Registered,
Client_017 Ltd,CL-017,SME,SC-572,MBR-00674,UID-00000674,Active,Registered,1995,F,BS8R 8CP,2022-12-25,2025-10-30,2017-05-24,2018-07-16,Registered,
Client_029 Ltd,CL-029,Individual,SC-744,MBR-00675,UID-00000675,Active,Registered,1981,M,BT11S 1DM,2021-11-11,2025-10-30,2014-12-26,2016-12-05,Registered,
Client_005 Ltd,CL-005,Family,SC-558,MBR-00676,UID-00000676,Active,Registered,1987,F,CF2 1CZ,2015-10-31,2017-01-30,2002-10-23,2011-11-15,Registered,
Client_011 Ltd,CL-011,Individual,SC-277,MBR-00677,UID-00000677,Active,Registered,1983,M,B17 8KL,2016-11-09,2020-04-17,2005-07-07,2012-09-24,Registered,
Client_180 Ltd,CL-180,Corporate,SC-979,MBR-00678,UID-00000678,Active,Registered,1973,M,NW8 6RY,2017-03-05,2023-07-16,2005-11-15,2007-07-21,Registered,
Client_162 Ltd,CL-162,Corporate,SC-526,MBR-00679,UID-00000679,Active,Registered,1960,F,EH12 2DY,2017-06-30,2018-08-02,2007-05-20,2014-03-21,Registered,
Client_081 Ltd,CL-081,Family,SC-451,MBR-00680,UID-00000680,Active,Registered,1987,F,WC1 5RQ,2017-09-24,2021-01-22,2012-09-25,2014-04-25,Registered,
Client_033 Ltd,CL-033,Individual,SC-443,MBR-00681,UID-00000681,Active,Registered,1984,F,G4G 8EW,2020-05-05,2025-10-30,2011-10-21,2017-07-19,Registered,
Client_049 Ltd,CL-049,Corporate,SC-617,MBR-00682,UID-00000682,Active,Registered,1976,M,CF4H 4DM,2023-02-20,2025-10-30,2015-02-07,2022-06-13,Registered,
Client_121 Ltd,CL-121,Family,SC-168,MBR-00683,UID-00000683,Active,Registered,1966,M,EC15 4WK,2022-07-24,2025-03-23,2019-06-08,2021-05-19,Registered,
Client_159 Ltd,CL-159,Family,SC-957,MBR-00684,UID-00000684,Active,Registered,1989,F,W14X 2YO,2016-08-28,2019-01-17,2011-05-19,2014-05-19,Registered,
Client_018 Ltd,CL-018,Family,SC-308,MBR-00685,UID-00000685,Active,Registered,1980,F,BT19 3PA,2021-11-11,2025-10-30,2019-10-14,2021-08-17,Registered,
Client_115 Ltd,CL-115,Corporate,SC-230,MBR-00686,UID-00000686,Active,Registered,1988,F,NW18 8QY,2017-11-04,2021-06-04,2012-09-06,2013-02-19,Registered,
Client_005 Ltd,CL-005,Corporate,SC-911,MBR-00687,UID-00000687,Active,Registered,2001,F,N19F 2MV,2021-06-05,2025-10-14,2016-12-11,2017-06-03,Registered,
Client_158 Ltd,CL-158,Individual,SC-545,MBR-00688,UID-00000688,Active,Registered,1961,M,L17 7TW,2016-02-11,2017-03-13,2001-04-09,2016-02-01,Registered,
Client_045 Ltd,CL-045,Family,SC-200,MBR-00689,UID-00000689,Active,Registered,1976,F,WC9 6JO,2017-12-07,2020-09-03,2015-02-22,2015-03-15,Registered,
Client_120 Ltd,CL-120,Individual,SC-294,MBR-00690,UID-00000690,Active,Registered,1980,M,E5 9JW,2015-04-24,2018-01-02,2004-06-25,2007-03-04,Registered,
Client_128 Ltd,CL-128,Corporate,SC-443,MBR-00691,UID-00000691,Active,Registered,1997,M,L18 4GT,2021-11-07,2024-10-29,2016-10-24,2019-02-15,Registered,
Client_038 Ltd,CL-038,Corporate,SC-771,MBR-00692,UID-00000692,Active,Registered,1966,M,B12 3WU,2020-03-31,2023-12-25,2012-02-03,2016-11-30,Registered,
Client_109 Ltd,CL-109,Corporate,SC-913,MBR-00693,UID-00000693,Active,Registered,2002,M,N17 6WD,2016-06-09,2017-06-10,2010-03-13,2014-05-13,Registered,
Client_096 Ltd,CL-096,Corporate,SC-366,MBR-00694,UID-00000694,Active,Registered,1984,M,G18 7VX,2020-06-15,2024-03-21,2019-06-14,2019-10-28,Registered,
Client_094 Ltd,CL-094,Corporate,SC-239,MBR-00695,UID-00000695,Active,Registered,1982,M,B14 9DA,2017-04-01,2022-04-25,2015-02-14,2015-12-14,Registered,
Client_029 Ltd,CL-029,Corporate,SC-944,MBR-00696,UID-00000696,Active,Registered,1981,F,BS5B 4IY,2015-12-14,2020-04-02,2003-09-08,2004-09-23,Registered,
Client_164 Ltd,CL-164,Family,SC-563,MBR-00697,UID-00000697,Active,Registered,1978,M,N10 3BW,2017-08-23,2025-10-30,2005-06-11,2014-04-13,Registered,
Client_137 Ltd,CL-137,Individual,SC-965,MBR-00698,UID-00000698,Active,Registered,1993,F,B7 1LO,2021-01-27,2025-08-31,2009-07-15,2019-09-24,Registered,
Client_023 Ltd,CL-023,Individual,SC-105,MBR-00699,UID-00000699,Active,Registered,1972,M,W20 9HX,2018-12-23,2025-10-30,2005-07-19,2006-01-01,Registered,
Client_131 Ltd,CL-131,SME,SC-184,MBR-00700,UID-00000700,Active,Registered,1986,M,BS8 5WV,2021-09-19,2025-10-30,2016-12-20,2020-11-19,Registered,
Client_086 Ltd,CL-086,Family,SC-787,MBR-00701,UID-00000701,Active,Registered,1979,F,NW13 6RB,2018-11-04,2024-09-23,2007-01-28,2015-06-06,Registered,
Client_184 Ltd,CL-184,Corporate,SC-961,MBR-00702,UID-00000702,Active,Registered,1975,M,SW9R 4UW,2017-12-20,2019-07-18,2012-03-03,2017-05-14,Registered,
Client_168 Ltd,CL-168,Corporate,SC-664,MBR-00703,UID-00000703,Active,Registered,2005,M,G19 4YX,2022-01-21,2025-10-30,2011-09-20,2020-12-12,Registered,
Client_184 Ltd,CL-184,Corporate,SC-231,MBR-00704,UID-00000704,Active,Registered,1987,M,EC10 2FF,2023-03-07,2025-10-30,2015-07-22,2017-11-29,Registered,
Client_058 Ltd,CL-058,Individual,SC-318,MBR-00705,UID-00000705,Active,Registered,1989,M,W13L 9IE,2022-08-21,2025-10-11,2014-03-02,2014-06-04,Registered,
Client_159 Ltd,CL-159,Corporate,SC-307,MBR-00706,UID-00000706,Active,Registered,1994,F,N19 1KO,2015-07-20,2024-11-14,2000-09-07,2010-05-18,Registered,
Client_011 Ltd,CL-011,Corporate,SC-761,MBR-00707,UID-00000707,Active,Registered,1968,M,E2N 1YU,2020-10-05,2025-10-30,2018-10-19,2020-07-02,Registered,
Client_042 Ltd,CL-042,Corporate,SC-893,MBR-00708,UID-00000708,Active,Registered,2000,F,B16 9LC,2020-11-02,2025-10-30,2018-07-14,2019-10-14,Registered,
Client_131 Ltd,CL-131,SME,SC-968,MBR-00709,UID-00000709,Active,Registered,1957,M,L17G 9CZ,2017-02-21,2018-06-12,2009-11-14,2011-04-27,Registered,
Client_185 Ltd,CL-185,Individual,SC-235,MBR-00710,UID-00000710,Active,Registered,1975,F,N14 7CL,2022-07-23,2025-10-30,2008-05-10,2017-12-24,Registered,
Client_014 Ltd,CL-014,Corporate,SC-759,MBR-00711,UID-00000711,Active,Registered,1978,F,WC7 6LJ,2018-02-03,2024-08-18,2006-04-23,2013-08-12,Registered,
Client_046 Ltd,CL-046,Corporate,SC-742,MBR-00712,UID-00000712,Active,Registered,1988,F,EC20 9YU,2017-04-05,2021-05-25,2003-12-07,2006-05-20,Registered,
Client_147 Ltd,CL-147,Corporate,SC-158,MBR-00713,UID-00000713,Lapsed,Cancelled,1985,M,SW4 8HU,2023-06-13,2025-04-10,2016-09-12,2021-03-31,Cancelled,2025-04-10
Client_124 Ltd,CL-124,Corporate,SC-152,MBR-00714,UID-00000714,Active,Registered,1981,M,WC2 6MZ,2019-04-06,2022-03-02,2008-01-02,2008-11-16,Registered,
Client_060 Ltd,CL-060,Corporate,SC-270,MBR-00715,UID-00000715,Active,Registered,1982,M,W13M 1QY,2017-07-27,2020-12-03,2006-06-23,2010-12-15,Registered,
Client_159 Ltd,CL-159,Corporate,SC-432,MBR-00716,UID-00000716,Active,Registered,1973,F,G17 8PB,2023-07-14,2025-03-24,2014-07-08,2016-05-29,Registered,
Client_036 Ltd,CL-036,Family,SC-982,MBR-00717,UID-00000717,Active,Registered,1968,F,B7 2DF,2024-11-26,2025-10-30,2010-05-11,2016-10-17,Registered,
Client_160 Ltd,CL-160,Corporate,SC-800,MBR-00718,UID-00000718,Active,Registered,1990,F,SW3X 4VN,2021-08-17,2025-10-30,2011-10-19,2015-04-09,Registered,
Client_191 Ltd,CL-191,SME,SC-328,MBR-00719,UID-00000719,Active,Registered,1989,M,W7 7UC,2017-12-30,2025-10-30,2013-04-20,2014-11-09,Registered,
Client_026 Ltd,CL-026,Corporate,SC-144,MBR-00720,UID-00000720,Active,Registered,1998,F,E1 6BC,2017-02-02,2022-06-09,2015-01-27,2016-08-17,Registered,
Client_065 Ltd,CL-065,SME,SC-382,MBR-00721,UID-00000721,Active,Registered,1975,F,SE2L 9CS,2022-12-04,2024-11-09,2017-11-06,2018-07-07,Registered,
Client_130 Ltd,CL-130,Individual,SC-949,MBR-00722,UID-00000722,Active,Registered,1989,M,WC9 8UM,2018-06-08,2025-10-30,2003-10-03,2017-04-26,Registered,
Client_070 Ltd,CL-070,Individual,SC-990,MBR-00723,UID-00000723,Active,Registered,1980,M,CF11Y 2RA,2016-06-07,2018-02-19,2005-06-23,2012-03-30,Registered,
Client_126 Ltd,CL-126,Individual,SC-840,MBR-00724,UID-00000724,Active,Registered,1994,F,SE19D 6QD,2023-09-30,2025-10-30,2014-11-24,2016-11-25,Registered,
Client_173 Ltd,CL-173,Family,SC-508,MBR-00725,UID-00000725,Lapsed,Cancelled,1993,F,B10 5YO,2019-12-04,2023-08-11,2009-03-01,2019-10-27,Cancelled,2023-08-11
Client_153 Ltd,CL-153,Family,SC-582,MBR-00726,UID-00000726,Active,Registered,1985,F,BS13 1PF,2017-12-28,2025-03-22,2012-12-16,2013-03-13,Registered,
Client_040 Ltd,CL-040,Corporate,SC-851,MBR-00727,UID-00000727,Active,Registered,1979,M,WC5 9JU,2018-02-08,2022-11-02,2012-08-06,2015-07-27,Registered,
Client_146 Ltd,CL-146,Corporate,SC-416,MBR-00728,UID-00000728,Active,Registered,1992,F,E10 6AR,2017-05-20,2019-07-25,2013-08-02,2014-09-18,Registered,
Client_110 Ltd,CL-110,Corporate,SC-117,MBR-00729,UID-00000729,Active,Registered,1989,M,E4V 7RR,2018-06-23,2019-10-18,2011-05-24,2013-01-06,Registered,
Client_098 Ltd,CL-098,Corporate,SC-899,MBR-00730,UID-00000730,Active,Registered,1976,M,SE10O 4NU,2024-06-06,2025-10-30,2009-08-03,2020-10-29,Registered,
Client_012 Ltd,CL-012,Corporate,SC-564,MBR-00731,UID-00000731,Active,Registered,1969,M,E6W 5GD,2020-05-01,2025-10-30,2007-03-29,2012-10-18,Registered,
Client_024 Ltd,CL-024,Corporate,SC-196,MBR-00732,UID-00000732,Active,Registered,1980,F,N19 9OU,2015-04-08,2021-12-10,2011-04-13,2014-03-27,Registered,
Client_171 Ltd,CL-171,Individual,SC-657,MBR-00733,UID-00000733,Active,Registered,1998,F,SE10 5DG,2022-10-11,2024-09-14,2013-12-27,2018-09-05,Registered,
Client_032 Ltd,CL-032,Individual,SC-889,MBR-00734,UID-00000734,Active,Registered,1994,F,EH11 4DJ,2018-09-07,2025-10-03,2010-09-25,2016-03-11,Registered,
Client_114 Ltd,CL-114,Family,SC-835,MBR-00735,UID-00000735,Active,Registered,1971,M,SE7 8KT,2022-11-06,2025-10-30,2015-05-03,2016-01-25,Registered,
Client_047 Ltd,CL-047,Corporate,SC-915,MBR-00736,UID-00000736,Active,Registered,1971,F,B19V 6ZK,2016-12-13,2019-05-28,2002-08-18,2003-09-07,Registered,
Client_173 Ltd,CL-173,Corporate,SC-481,MBR-00737,UID-00000737,Active,Registered,1995,M,CF6J 4WX,2016-11-04,2018-10-18,2007-04-27,2011-06-02,Registered,
Client_035 Ltd,CL-035,Corporate,SC-325,MBR-00738,UID-00000738,Active,Registered,1971,F,CF9 3VX,2016-05-23,2024-01-11,2014-01-20,2015-08-27,Registered,
Client_122 Ltd,CL-122,Family,SC-338,MBR-00739,UID-00000739,Active,Registered,1988,M,L16 6YJ,2017-07-30,2022-12-12,2009-06-26,2015-03-09,Registered,
Client_128 Ltd,CL-128,SME,SC-215,MBR-00740,UID-00000740,Active,Registered,1976,M,EH18X 2IE,2017-07-31,2018-12-28,2006-01-25,2013-08-13,Registered,
Client_137 Ltd,CL-137,Corporate,SC-878,MBR-00741,UID-00000741,Active,Registered,1999,M,EC9 2XC,2016-01-11,2021-11-16,2004-02-18,2011-12-08,Registered,
Client_010 Ltd,CL-010,Family,SC-179,MBR-00742,UID-00000742,Active,Registered,1975,M,SW17 7YS,2020-03-31,2023-07-07,2019-02-25,2019-09-12,Registered,
Client_065 Ltd,CL-065,Family,SC-448,MBR-00743,UID-00000743,Active,Registered,1994,F,EC2 9RP,2020-12-27,2025-10-30,2016-06-01,2017-03-17,Registered,
Client_187 Ltd,CL-187,Corporate,SC-513,MBR-00744,UID-00000744,Active,Registered,1984,M,E12 5EO,2021-08-25,2025-10-30,2013-04-06,2018-11-23,Registered,
Client_098 Ltd,CL-098,SME,SC-402,MBR-00745,UID-00000745,Active,Registered,1985,M,SE13 1VH,2021-09-16,2023-06-17,2012-12-07,2021-07-26,Registered,
Client_185 Ltd,CL-185,Corporate,SC-813,MBR-00746,UID-00000746,Active,Registered,1963,F,N17G 3SS,2024-03-28,2025-10-30,2022-10-08,2023-09-10,Registered,
Client_010 Ltd,CL-010,SME,SC-619,MBR-00747,UID-00000747,Active,Registered,1960,M,E16 1HY,2018-04-04,2022-08-13,2012-08-09,2013-02-03,Registered,
Client_147 Ltd,CL-147,Family,SC-325,MBR-00748,UID-00000748,Active,Registered,1980,F,EH8O 4BV,2017-01-30,2021-07-04,2004-01-29,2014-02-11,Registered,
Client_109 Ltd,CL-109,Corporate,SC-431,MBR-00749,UID-00000749,Active,Registered,1985,F,EC17 6MP,2023-02-01,2025-10-30,2012-07-14,2022-12-25,Registered,
Client_178 Ltd,CL-178,Corporate,SC-970,MBR-00750,UID-00000750,Lapsed,Cancelled,1971,F,BT2X 6DW,2021-05-02,2025-10-30,2011-08-25,2021-01-08,Cancelled,2025-10-30
Client_068 Ltd,CL-068,Corporate,SC-524,MBR-00751,UID-00000751,Active,Registered,1972,M,M9 3MU,2018-10-10,2020-06-22,2015-12-16,2017-08-26,Registered,
Client_104 Ltd,CL-104,Corporate,SC-281,MBR-00752,UID-00000752,Active,Registered,1988,F,BS12 2QI,2024-12-03,2025-10-30,2017-01-31,2018-06-28,Registered,
Client_005 Ltd,CL-005,SME,SC-960,MBR-00753,UID-00000753,Active,Registered,1988,F,BS8 6LP,2023-07-24,2025-10-30,2016-12-27,2019-02-04,Registered,
Client_157 Ltd,CL-157,Individual,SC-856,MBR-00754,UID-00000754,Active,Registered,1981,M,EH20F 8FH,2018-06-06,2025-10-30,2006-05-29,2017-12-25,Registered,
Client_116 Ltd,CL-116,Family,SC-668,MBR-00755,UID-00000755,Active,Registered,1990,M,SE17 4EF,2024-01-09,2025-10-30,2022-09-11,2023-02-07,Registered,
Client_005 Ltd,CL-005,Family,SC-571,MBR-00756,UID-00000756,Pending,Pending,1971,F,N12 2VH,2020-03-24,2025-10-30,2016-04-09,2018-10-24,Pending,
Client_060 Ltd,CL-060,Corporate,SC-447,MBR-00757,UID-00000757,Active,Registered,1979,F,CF11 8VP,2021-02-24,2025-10-30,2008-08-24,2013-04-11,Registered,
Client_065 Ltd,CL-065,Corporate,SC-297,MBR-00758,UID-00000758,Active,Registered,1999,F,EH7 7AH,2022-04-28,2025-10-30,2015-01-24,2019-08-28,Registered,
Client_127 Ltd,CL-127,Corporate,SC-802,MBR-00759,UID-00000759,Active,Registered,1983,F,NW5 3EU,2024-02-07,2025-10-30,2019-03-04,2023-08-29,Registered,
Client_028 Ltd,CL-028,Corporate,SC-209,MBR-00760,UID-00000760,Active,Registered,1984,F,NW19G 5FQ,2019-10-04,2025-06-22,2018-09-14,2018-12-29,Registered,
Client_083 Ltd,CL-083,Corporate,SC-895,MBR-00761,UID-00000761,Active,Registered,2005,M,BS20 1XX,2022-02-15,2025-10-30,2018-10-17,2020-04-30,Registered,
Client_129 Ltd,CL-129,Family,SC-621,MBR-00762,UID-00000762,Lapsed,Cancelled,1969,M,B3W 8PF,2019-08-29,2025-10-30,2008-10-16,2013-07-19,Cancelled,2025-10-30
Client_029 Ltd,CL-029,Corporate,SC-364,MBR-00763,UID-00000763,Active,Registered,1990,M,WC14 3TV,2015-06-04,2017-01-31,2006-03-28,2006-09-12,Registered,
Client_179 Ltd,CL-179,SME,SC-655,MBR-00764,UID-00000764,Active,Registered,1999,F,M6 6OT,2022-10-18,2025-10-30,2013-05-31,2021-09-03,Registered,
Client_164 Ltd,CL-164,Corporate,SC-968,MBR-00765,UID-00000765,Active,Registered,1979,M,SE8 3DA,2022-04-28,2025-10-30,2011-05-10,2020-08-25,Registered,
Client_160 Ltd,CL-160,Corporate,SC-342,MBR-00766,UID-00000766,Lapsed,Cancelled,1991,F,EC17 9VN,2020-02-06,2022-05-30,2013-08-19,2019-01-14,Cancelled,2022-05-30
Client_064 Ltd,CL-064,Family,SC-343,MBR-00767,UID-00000767,Lapsed,Cancelled,1973,F,E20S 1ZR,2019-09-08,2025-10-30,2008-03-21,2010-06-15,Cancelled,2025-10-30
Client_142 Ltd,CL-142,Individual,SC-487,MBR-00768,UID-00000768,Active,Registered,1976,F,W3 3TR,2024-12-20,2025-10-30,2018-08-25,2024-08-26,Registered,
Client_032 Ltd,CL-032,SME,SC-394,MBR-00769,UID-00000769,Active,Registered,1986,M,SW14 6BW,2021-07-07,2025-10-30,2007-07-05,2015-06-09,Registered,
Client_009 Ltd,CL-009,Family,SC-676,MBR-00770,UID-00000770,Active,Registered,1990,F,CF8 8ZY,2016-02-12,2019-09-03,2011-10-14,2014-11-05,Registered,
Client_139 Ltd,CL-139,Corporate,SC-254,MBR-00771,UID-00000771,Active,Registered,1994,M,BS12 2NE,2019-03-08,2022-04-19,2015-06-03,2018-03-14,Registered,
Client_176 Ltd,CL-176,SME,SC-213,MBR-00772,UID-00000772,Active,Registered,1998,F,M16 2JT,2019-09-14,2021-04-09,2011-04-03,2013-12-20,Registered,
Client_179 Ltd,CL-179,SME,SC-452,MBR-00773,UID-00000773,Active,Registered,1982,M,CF9Z 1SQ,2016-09-17,2021-12-10,2008-05-03,2015-01-23,Registered,
Client_132 Ltd,CL-132,SME,SC-253,MBR-00774,UID-00000774,Active,Registered,1994,M,W17X 4WZ,2016-11-16,2025-01-23,2005-05-28,2014-11-24,Registered,
Client_041 Ltd,CL-041,Individual,SC-940,MBR-00775,UID-00000775,Active,Registered,1979,F,L14 3NU,2019-01-05,2021-04-29,2017-12-20,2018-10-18,Registered,
Client_025 Ltd,CL-025,Corporate,SC-820,MBR-00776,UID-00000776,Active,Registered,1992,M,M9 7SL,2024-02-10,2025-10-30,2012-08-04,2020-11-18,Registered,
Client_145 Ltd,CL-145,Individual,SC-991,MBR-00777,UID-00000777,Active,Registered,1985,M,M13 7RZ,2021-09-29,2025-06-28,2014-01-21,2021-04-26,Registered,
Client_175 Ltd,CL-175,SME,SC-701,MBR-00778,UID-00000778,Active,Registered,1987,F,EH6 9PI,2024-07-03,2025-10-30,2010-05-08,2016-02-20,Registered,
Client_008 Ltd,CL-008,Family,SC-524,MBR-00779,UID-00000779,Lapsed,Cancelled,1987,F,B19 7XE,2018-01-18,2025-10-23,2008-06-07,2010-05-18,Cancelled,2025-10-23
Client_058 Ltd,CL-058,Individual,SC-359,MBR-00780,UID-00000780,Active,Registered,1966,F,W8 3DG,2020-06-12,2025-10-30,2018-11-23,2019-06-28,Registered,
Client_109 Ltd,CL-109,Family,SC-472,MBR-00781,UID-00000781,Active,Registered,1971,F,BS11 1FM,2017-08-18,2023-02-10,2015-12-30,2016-07-28,Registered,
Client_129 Ltd,CL-129,Corporate,SC-633,MBR-00782,UID-00000782,Active,Registered,1984,F,SW3 8TN,2015-05-21,2022-07-28,2012-03-26,2014-10-20,Registered,
Client_002 Ltd,CL-002,Family,SC-578,MBR-00783,UID-00000783,Active,Registered,1966,M,SE3O 2TB,2017-05-19,2021-08-23,2003-05-02,2010-02-02,Registered,
Client_010 Ltd,CL-010,Individual,SC-869,MBR-00784,UID-00000784,Active,Registered,1991,M,BS13 9JW,2023-06-05,2025-10-30,2009-02-08,2018-11-02,Registered,
Client_091 Ltd,CL-091,Family,SC-164,MBR-00785,UID-00000785,Lapsed,Cancelled,1991,M,NW6 8AG,2020-04-15,2025-10-30,2014-06-09,2015-05-15,Cancelled,2025-10-30
